Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Journey_Day,Journey_Month,Journey_Weekday,Dep_Hour
Vistara,2019-05-15,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,No info,6216,190,15,5,Wednesday,6
IndiGo,2019-04-01,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,0,No info,4423,165,1,4,Monday,1
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,08:00,08:15 07 Mar,24h 15m,1,No info,17996,1455,6,3,Wednesday,8
SpiceJet,2019-04-15,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1,No check-in baggage included,5726,270,15,4,Monday,8
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,06:00,15:30,9h 30m,1,No info,15147,570,6,3,Wednesday,6
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 19 May,22h 5m,1,No info,15554,1325,18,5,Saturday,20
Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 Jun,29h 20m,2,No info,12819,1760,24,6,Monday,23
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 28 Jun,7h 30m,1,No info,7198,450,27,6,Thursday,18
IndiGo,2019-04-03,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,No info,5073,300,3,4,Wednesday,16
IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,21:15,00:15 28 Jun,3h,0,No info,3943,180,27,6,Thursday,21
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,0,In-flight meal not included,3205,85,27,3,Wednesday,7
SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,No check-in baggage included,3257,160,12,5,Sunday,5
IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,22:15,00:50 04 Jun,2h 35m,0,No info,4804,155,3,6,Monday,22
IndiGo,2019-03-09,Banglore,New Delhi,BLR → NAG → DEL,16:50,21:35,4h 45m,1,No info,10231,285,9,3,Saturday,16
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 22 May,7h 30m,1,In-flight meal not included,12898,450,21,5,Tuesday,20
IndiGo,2019-03-21,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,0,No info,2227,85,21,3,Thursday,21
Air India,2019-04-01,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 02 Apr,23h 10m,2,No info,9258,1390,1,4,Monday,12
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 25 May,16h 50m,1,In-flight meal not included,9663,1010,24,5,Friday,16
Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,0,No info,8040,85,21,5,Tuesday,7
GoAir,2019-06-06,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,No info,3419,165,6,6,Thursday,20
Jet Airways,2019-06-01,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,No info,8016,180,1,6,Saturday,7
Jet Airways,2019-04-06,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,No info,7229,180,6,4,Saturday,17
GoAir,2019-06-06,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1,No info,4959,540,6,6,Thursday,10
Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 10 Jun,23h 10m,2,No info,10151,1390,9,6,Sunday,12
Air India,2019-05-18,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 19 May,38h,3,No info,10703,2280,18,5,Saturday,5
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1,In-flight meal not included,10844,590,9,6,Sunday,8
IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,6h 10m,1,No info,7205,370,6,3,Wednesday,16
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,08:55,18:25,9h 30m,1,No info,12284,570,18,3,Monday,8
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1,In-flight meal not included,13994,750,9,6,Sunday,9
IndiGo,2019-04-15,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,0,No info,6015,195,15,4,Monday,14
IndiGo,2019-04-03,Kolkata,Banglore,CCU → MAA → BLR,06:15,10:30,4h 15m,1,No info,4226,255,3,4,Wednesday,6
Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2,No info,9483,1420,21,3,Thursday,19
Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,5198,180,15,5,Wednesday,7
Jet Airways,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,In-flight meal not included,10368,810,27,6,Thursday,5
Vistara,2019-06-03,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,11982,140,3,6,Monday,17
Air India,2019-03-15,Banglore,New Delhi,BLR → MAA → DEL,11:50,13:00 16 Mar,25h 10m,1,No info,8032,1510,15,3,Friday,11
Air India,2019-05-15,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,5510,150,15,5,Wednesday,14
IndiGo,2019-05-09,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 10 May,5h 5m,1,No info,8177,305,9,5,Thursday,23
Air Asia,2019-06-01,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1,No info,11410,340,1,6,Saturday,16
GoAir,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:00,12:50,5h 50m,1,No info,9385,350,21,3,Thursday,7
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,In-flight meal not included,10262,540,6,6,Thursday,10
SpiceJet,2019-06-18,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,No info,3873,145,18,6,Tuesday,9
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11:40,18:50,7h 10m,1,No info,11999,430,21,3,Thursday,11
Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,12:35 28 Jun,18h 15m,2,No info,14300,1095,27,6,Thursday,18
SpiceJet,2019-05-12,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,0,No check-in baggage included,2175,90,12,5,Sunday,13
Air India,2019-05-09,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 10 May,24h 50m,2,No info,14431,1490,9,5,Thursday,6
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,No info,7229,165,21,5,Tuesday,6
IndiGo,2019-05-24,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1,No info,3809,265,24,5,Friday,19
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1,No info,7354,705,24,6,Monday,7
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7h 30m,1,No info,12537,450,27,3,Wednesday,8
Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1,No info,9719,375,27,5,Monday,13
Jet Airways,2019-05-24,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,No info,8040,90,24,5,Friday,10
Jet Airways,2019-05-24,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,0,In-flight meal not included,4995,85,24,5,Friday,7
IndiGo,2019-04-06,Banglore,Delhi,BLR → DEL,23:30,02:20 07 Apr,2h 50m,0,No info,4591,170,6,4,Saturday,23
Air India,2019-06-06,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 07 Jun,28h 20m,1,No info,7662,1700,6,6,Thursday,16
IndiGo,2019-06-24,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,No info,3850,140,24,6,Monday,7
IndiGo,2019-06-03,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1,No info,6442,835,3,6,Monday,8
IndiGo,2019-06-03,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 04 Jun,5h 5m,1,No info,11378,305,3,6,Monday,23
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 28 Jun,10h 30m,1,No info,13377,630,27,6,Thursday,15
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,In-flight meal not included,10844,740,21,5,Tuesday,8
Jet Airways,2019-05-09,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,0,In-flight meal not included,4995,85,9,5,Thursday,7
Air India,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,09:25 28 Mar,16h 10m,2,No info,6057,970,27,3,Wednesday,17
Air India,2019-04-06,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,5176,165,6,4,Saturday,10
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 Jun,18h 45m,2,No info,13014,1125,9,6,Sunday,9
IndiGo,2019-03-01,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4h 20m,1,No Info,7917,260,1,3,Friday,16
SpiceJet,2019-06-09,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1,No info,5583,315,9,6,Sunday,6
Jet Airways,2019-04-09,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,No info,7229,165,9,4,Tuesday,6
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 19 May,9h 30m,1,No info,7191,570,18,5,Saturday,16
Jet Airways,2019-06-12,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,In-flight meal not included,3210,90,12,6,Wednesday,19
IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 07 Mar,10h 35m,1,No info,14871,635,6,3,Wednesday,15
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1,No info,8099,645,15,5,Wednesday,8
Air India,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9h 5m,1,No info,8366,545,21,5,Tuesday,9
IndiGo,2019-03-09,Chennai,Kolkata,MAA → CCU,22:05,00:25 10 Mar,2h 20m,0,No info,6297,140,9,3,Saturday,22
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,No info,18286,480,3,3,Sunday,13
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,23:05,19:45 07 Mar,20h 40m,1,No info,17024,1240,6,3,Wednesday,23
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,6144,180,24,4,Wednesday,7
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,06:00,19:45,13h 45m,1,No info,13941,825,9,3,Saturday,6
Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,In-flight meal not included,3702,185,9,5,Thursday,18
SpiceJet,2019-05-15,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1,No info,5583,315,15,5,Wednesday,6
Air India,2019-03-12,Mumbai,Hyderabad,BOM → DEL → HYD,19:40,09:10 13 Mar,13h 30m,1,No info,10208,810,12,3,Tuesday,19
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1,In-flight meal not included,12384,505,6,5,Monday,9
Air India,2019-05-06,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 07 May,19h 25m,2,No info,17049,1165,6,5,Monday,10
IndiGo,2019-05-24,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1,No info,7006,810,24,5,Friday,7
Air India,2019-06-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2,No info,12723,875,12,6,Wednesday,5
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 13 Jun,20h 25m,1,In-flight meal not included,10577,1225,12,6,Wednesday,8
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12h 10m,1,No info,16736,730,6,3,Wednesday,7
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 25 Jun,15h 25m,1,In-flight meal not included,10262,925,24,6,Monday,13
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1,No info,7155,470,24,6,Monday,11
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,10:20,01:35 04 Mar,15h 15m,1,No info,15147,915,3,3,Sunday,10
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,4823,175,12,6,Wednesday,7
Air India,2019-03-15,Banglore,New Delhi,BLR → BBI → DEL,09:30,16:20,6h 50m,1,No info,8714,410,15,3,Friday,9
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 May,24h 10m,1,No info,10953,1450,6,5,Monday,9
Air India,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 13 Jun,23h 55m,1,No info,10203,1435,12,6,Wednesday,20
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 19 May,23h 35m,1,In-flight meal not included,12373,1415,18,5,Saturday,13
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1,No info,14151,840,12,5,Sunday,9
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 25 May,28h 50m,1,No info,12121,1730,24,5,Friday,9
Vistara,2019-04-09,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,No info,5586,190,9,4,Tuesday,6
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00 19 May,27h 35m,1,In-flight meal not included,10844,1655,18,5,Saturday,8
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 22 May,7h 30m,1,In-flight meal not included,8586,450,21,5,Tuesday,21
SpiceJet,2019-06-06,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1,No info,5409,295,6,6,Thursday,17
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,21:20,11h 35m,2,No info,7178,695,21,3,Thursday,9
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 25 Jun,15h 10m,1,In-flight meal not included,5797,910,24,6,Monday,10
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,19:45,19:40 25 Mar,23h 55m,1,No info,13759,1435,24,3,Sunday,19
Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 25 May,18h 20m,2,No info,13873,1100,24,5,Friday,7
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 22 May,22h 5m,1,No info,16079,1325,21,5,Tuesday,20
SpiceJet,2019-06-27,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,0,No info,2017,90,27,6,Thursday,13
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 19 May,22h 15m,1,In-flight meal not included,10844,1335,18,5,Saturday,20
SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,21:10,00:05 25 Apr,2h 55m,0,No check-in baggage included,3573,175,24,4,Wednesday,21
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 May,24h 10m,1,In-flight meal not included,8066,1450,6,5,Monday,9
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,20:50,18:50 10 Mar,22h,1,In-flight meal not included,14053,1320,9,3,Saturday,20
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1,No info,12284,435,18,3,Monday,8
SpiceJet,2019-04-09,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1,No info,5351,315,9,4,Tuesday,6
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20 02 Apr,23h 50m,1,In-flight meal not included,7064,1430,1,4,Monday,16
IndiGo,2019-03-03,Delhi,Cochin,DEL → MAA → COK,02:05,07:25,5h 20m,1,No info,10394,320,3,3,Sunday,2
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 16 May,14h 25m,1,In-flight meal not included,9663,865,15,5,Wednesday,18
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 19 May,8h,1,No info,13727,480,18,5,Saturday,17
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 13 Jun,17h 20m,1,In-flight meal not included,10262,1040,12,6,Wednesday,19
IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,4823,175,9,4,Tuesday,7
Air Asia,2019-03-03,Banglore,New Delhi,BLR → DEL,05:50,08:40,2h 50m,0,No info,7074,170,3,3,Sunday,5
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1,No info,17267,835,6,3,Wednesday,7
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 22 May,10h 30m,1,No info,14067,630,21,5,Tuesday,15
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,0,No info,4823,170,1,5,Wednesday,8
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,0,No info,4823,170,27,4,Saturday,20
Air Asia,2019-05-12,Banglore,Delhi,BLR → DEL,23:55,02:45 13 May,2h 50m,0,No info,4483,170,12,5,Sunday,23
Air India,2019-06-06,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15,13h 25m,2,No info,14960,805,6,6,Thursday,9
Air India,2019-06-01,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,0,No info,7171,165,1,6,Saturday,17
Air India,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55 25 Mar,12h 25m,1,No info,12173,745,24,3,Sunday,20
Air India,2019-03-03,Banglore,New Delhi,BLR → AMD → DEL,00:30,08:45,8h 15m,1,No info,11392,495,3,3,Sunday,0
Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,13:45 16 May,27h 45m,2,No info,16057,1665,15,5,Wednesday,10
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 10 Jun,17h 55m,1,No info,14151,1075,9,6,Sunday,17
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,In-flight meal not included,4030,175,21,5,Tuesday,11
IndiGo,2019-05-06,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1,No info,4226,220,6,5,Monday,19
Air India,2019-03-09,Delhi,Cochin,DEL → BOM → COK,04:00,19:15,15h 15m,1,No info,11050,915,9,3,Saturday,4
Air India,2019-05-21,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,6961,165,21,5,Tuesday,10
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:15 25 Mar,12h 5m,1,No info,14231,725,24,3,Sunday,21
Jet Airways,2019-06-27,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 28 Jun,22h,2,In-flight meal not included,10919,1320,27,6,Thursday,14
Air India,2019-03-27,Delhi,Cochin,DEL → LKO → BOM → COK,07:00,19:15,12h 15m,2,No info,10913,735,27,3,Wednesday,7
IndiGo,2019-06-27,Chennai,Kolkata,MAA → CCU,22:05,00:25 28 Jun,2h 20m,0,No info,5277,140,27,6,Thursday,22
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1,No info,7485,640,21,5,Tuesday,10
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:55,16:20 25 Mar,23h 25m,1,No info,14231,1405,24,3,Sunday,16
GoAir,2019-04-06,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1,No info,4201,370,6,4,Saturday,7
Air India,2019-03-06,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,No info,7931,180,6,3,Wednesday,14
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1,No info,6513,455,15,5,Wednesday,14
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 07 Jun,28h,1,No info,14714,1680,6,6,Thursday,15
IndiGo,2019-05-09,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1,No info,6218,325,9,5,Thursday,18
Air India,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2,No info,8603,435,27,6,Thursday,12
IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1,No info,7318,750,21,5,Tuesday,8
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,No info,13504,540,15,6,Saturday,10
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1,No info,9646,925,15,5,Wednesday,7
IndiGo,2019-05-27,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,0,No info,5224,155,27,5,Monday,11
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1,No info,12692,505,12,6,Wednesday,9
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1,In-flight meal not included,9689,435,6,6,Thursday,10
Air India,2019-05-09,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 10 May,15h 20m,2,No info,13033,920,9,5,Thursday,10
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1,No info,13626,590,12,6,Wednesday,6
IndiGo,2019-05-18,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,0,No info,2754,90,18,5,Saturday,19
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 10 May,16h 45m,1,No info,12121,1005,9,5,Thursday,17
IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,0,No info,3419,165,24,4,Wednesday,1
Air India,2019-05-21,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 22 May,15h 20m,2,No info,13033,920,21,5,Tuesday,10
IndiGo,2019-04-06,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,0,No info,4174,155,6,4,Saturday,4
Air Asia,2019-06-27,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1,No info,6152,870,27,6,Thursday,7
Air India,2019-06-27,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,No info,5201,170,27,6,Thursday,5
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,07:00,16:10,9h 10m,1,In-flight meal not included,9134,550,15,3,Friday,7
Air India,2019-05-18,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 19 May,18h 20m,2,No info,13243,1100,18,5,Saturday,7
Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 28 May,22h 55m,2,No info,15129,1375,27,5,Monday,5
Jet Airways,2019-05-09,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,In-flight meal not included,2759,90,9,5,Thursday,19
IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,0,No info,4423,165,15,5,Wednesday,6
Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1,No info,9187,930,18,5,Saturday,7
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1,No info,7740,920,18,5,Saturday,7
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,In-flight meal not included,6144,180,24,5,Friday,19
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1,No info,10877,460,9,6,Sunday,4
IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1,No info,6442,635,15,6,Saturday,11
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,04:45,15:30,10h 45m,1,No info,7048,645,27,3,Wednesday,4
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 28 Jun,10h 15m,1,In-flight meal not included,5797,615,27,6,Thursday,15
Air India,2019-03-03,Banglore,New Delhi,BLR → BOM → AMD → DEL,06:45,23:55,17h 10m,2,No info,10573,1030,3,3,Sunday,6
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1,No info,7503,750,15,5,Wednesday,8
IndiGo,2019-06-12,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 13 Jun,8h,1,No info,6104,480,12,6,Wednesday,17
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 10 May,11h 5m,1,In-flight meal not included,9663,665,9,5,Thursday,21
Jet Airways,2019-06-03,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,In-flight meal not included,5769,175,3,6,Monday,11
Air India,2019-06-15,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,0,No info,3100,90,15,6,Saturday,13
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 19 May,10h 55m,1,In-flight meal not included,12373,655,18,5,Saturday,17
SpiceJet,2019-03-15,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,0,No check-in baggage included,3815,150,15,3,Friday,9
Jet Airways,2019-06-15,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,12:35 16 Jun,24h 20m,2,No info,14300,1460,15,6,Saturday,12
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,4823,175,1,6,Saturday,7
IndiGo,2019-06-18,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,0,No info,2754,90,18,6,Tuesday,19
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1,No info,9736,795,3,6,Monday,6
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → MAA → DEL,09:45,14:25,4h 40m,1,In-flight meal not included,7280,280,21,3,Thursday,9
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,No info,7408,780,9,6,Sunday,8
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 13 Jun,16h,1,No info,13044,960,12,6,Wednesday,20
Air India,2019-05-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2,No info,12723,1045,24,5,Friday,5
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 07 May,12h 10m,1,In-flight meal not included,8586,730,6,5,Monday,16
